Listing ID,Make,Model,Serial No.,Cylinders,V / Inline,Power,RPM,Price,,Condition,Application,Cooling,Lead Time,Country,State,Contact,Phone 1,Phone 2,Cell Phone,Fax,Email,Website,Address,Last Used In?,Weight (kg),Dimensions
99433,Caterpillar,3208N,51Z30559,8,V,210 Kw / 281 HP,@ 0 RPM,3500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
99440,Caterpillar,C13 Acert (LEE),LEE07612,6,Inline,0 Kw / 0 HP,@ 0 RPM,12500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
99449,Caterpillar,C13 Acert (LEE),LEE22076,6,Inline,350 Kw / 469 HP,@ 0 RPM,12500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
99452,Caterpillar,3406E 5EK,5EK28788,6,Inline,425 Kw / 569 HP,@ 0 RPM,6750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
99469,International,DT360,362GM2U110665,6,Inline,0 Kw / 0 HP,@ 0 RPM,3500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,INTERNATIONAL,,
99470,Cummins,NTC-300,11473110,6,Inline,300 Kw / 402 HP,@ 1800 RPM,4750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
99471,Volvo,D13,D13*926696*F1*H,6,Inline,485 Kw / 650 HP,@ 0 RPM,12500,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
99472,Mack,E7,1J1901,6,Inline,380 Kw / 509 HP,@ 0 RPM,4750,,Runner ,On-Highway,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,MACK,,
99473,Cummins,ISM - 370,35059601,6,Inline,276 Kw / 370 HP,@ 1800 RPM,5250,,Runner ,Industrial,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
99475,Cummins,VTA28 Gen Set 500KW,37107725,12,V,800 Kw / 1072 HP,@ 1800 RPM,8500,,Runner ,Industrial,Water,In Stock,United States,IN,Dan Cain,708-702-0080,,,219-662-1236,dscve2@msn.com,,950 Greenview Place. Crown Point,500 KW Generator,,
110940,Caterpillar,C7,WAX33681,6,Inline,210 Kw / 281 HP,@ 0 RPM,,,Runner ,On-Highway,Water,In Stock,United States,TN,Steven Carter,800-696-5459,,865-415-7068,,machineryandtruckparts@gmail.com,machineryandtruckparts.com,594 Cardiff Valley Rd.. Rockwood. 37854,,,
110930,Paccar,MX-13,A066663,6,Inline,0 Kw / 0 HP,@ 0 RPM,9999,,Runner ,On-Highway,Water,In Stock,United States,TN,Steven Carter,800-696-5459,,865-415-7068,,machineryandtruckparts@gmail.com,machineryandtruckparts.com,594 Cardiff Valley Rd.. Rockwood. 37854,2011 Paccar MX13 Diesel Engine 12.9,,
110931,Detroit,Apr-71,4A191087,4,Inline,0 Kw / 0 HP,@ 0 RPM,3699,,Runner ,Industrial,Water,In Stock,United States,TN,Steven Carter,800-696-5459,,865-415-7068,,machineryandtruckparts@gmail.com,machineryandtruckparts.com,594 Cardiff Valley Rd.. Rockwood. 37854,Detroit 4-71 Diesel Engine 1043,,
111028,Ford,7.3 IDI,7.3L IDI V-8,8,V,0 Kw / 0 HP,@ 0 RPM,2999,,Runner ,On-Highway,Water,In Stock,United States,TN,Steven Carter,800-696-5459,,865-415-7068,,machineryandtruckparts@gmail.com,machineryandtruckparts.com,594 Cardiff Valley Rd.. Rockwood. 37854,Ford 7.3L IDI V-8 Non-Turbo,,
111029,Caterpillar,C13,KCB17827,6,Inline,320 Kw / 430 HP,@ 2100 RPM,7999,,Runner ,On-Highway,Water,In Stock,United States,TN,Steven Carter,800-696-5459,,865-415-7068,,machineryandtruckparts@gmail.com,machineryandtruckparts.com,594 Cardiff Valley Rd.. Rockwood. 37854,Cat C13 Acert 12.5L 70-Pin,,
110999,Deutz,D2011L02I,12245042,2,Inline,21 Kw / 29 HP,@ 2500 RPM,5900,,New Engine ,Industrial,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
111000,Allis Chalmers,3500,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,7500,,Reconditioned ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111001,Caterpillar,C-4 Accert,44800540,4,Inline,0 Kw / 0 HP,@ 0 RPM,10500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111003,Caterpillar,3406C,3ER09613,6,Inline,465 Kw / 623 HP,@ 0 RPM,19750,,Reconditioned ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111004,Caterpillar,C-11,TXE11290,6,Inline,450 Kw / 603 HP,@ 0 RPM,18000,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111005,Caterpillar,C4.4,Ask,4,Inline,142 Kw / 190 HP,@ 0 RPM,14500,,New Engine ,Marine,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111006,Caterpillar,C3.4,CJG01046,4,Inline,0 Kw / 0 HP,@ 0 RPM,9500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111007,International,Maxxforce GDT,N/A,6,Inline,225 Kw / 301 HP,@ 0 RPM,8995,,Runner ,On-Highway,Water,In Stock,United States,MI,Greg Ferrier,888-310-3539,269-462-9260,,269-462-9373,support@worldwidediesel.com,www.worldwidediesel.com,1515 Old US HWY 31 N. Niles. 49120,,,
111008,Caterpillar,C-9,C9S01434,6,Inline,370 Kw / 496 HP,@ 0 RPM,19500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111009,Caterpillar,C9S,C9S01468,6,Inline,350 Kw / 469 HP,@ 0 RPM,19500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111011,Caterpillar,C32 Marine,B2C00181,12,V,0 Kw / 0 HP,@ 0 RPM,135000,,New Engine ,Marine,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111012,Caterpillar,C-27,NZT-00145,12,V,766 Kw / 1027 HP,@ 0 RPM,124995,,New Engine ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111013,Caterpillar,3412,Ask,12,V,0 Kw / 0 HP,@ 0 RPM,40000,,Reconditioned ,Marine,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111014,Caterpillar,D343,Ask,6,Inline,395 Kw / 529 HP,@ 0 RPM,32250,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111015,Caterpillar,C13,KWJ 02569,6,Inline,440 Kw / 590 HP,@ 0 RPM,30300,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111016,Caterpillar,C9 - Pyroban,P9W00144,6,Inline,340 Kw / 455 HP,@ 0 RPM,28500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111017,Caterpillar,3406,3ER11230,6,Inline,460 Kw / 616 HP,@ 0 RPM,27900,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111019,Caterpillar,3066T,S6K-22141,6,Inline,119 Kw / 160 HP,@ 2000 RPM,14900,,New Engine ,Industrial,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
111021,Caterpillar,C13,KWJ01099,6,Inline,500 Kw / 670 HP,@ 0 RPM,26000,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111022,Caterpillar,C10,Z2B00155,6,Inline,325 Kw / 435 HP,@ 0 RPM,25500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111023,Caterpillar,C10,Ask,6,Inline,325 Kw / 435 HP,@ 0 RPM,25500,,New Engine ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111031,Deutz,TCD16,9187930,8,V,697 Kw / 934 HP,@ 0 RPM,,,New Engine ,Industrial,Water,In Stock,United States,MN,Terry Thelen,888-866-3406,763-450-2075,,763-450-2197,terry@midwestdiesel.com,www.midwestdiesel.com,8862 W 35W Service Drive. Minneapolis,,,
111033,Perkins,1106D-70TA,U069356E,6,Inline,185 Kw / 248 HP,@ 1800 RPM,15500,,New Engine ,Industrial,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
111035,Caterpillar,3406E,Ask,6,Inline,500 Kw / 670 HP,@ 0 RPM,21500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111036,Caterpillar,c12,Ask,6,Inline,290 Kw / 388 HP,@ 0 RPM,,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111038,Caterpillar,c12,BYC00291,6,Inline,290 Kw / 388 HP,@ 0 RPM,19600,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111039,Kubota,V3300,2EL8008,4,Inline,30 Kw / 41 HP,@ 1800 RPM,8750,,New Engine ,Industrial,Air,In Stock,United States,FL,Juan Ramirez,7863775210,,786-546-0940,305-675-7730,juan@jjrebuilders.com,www.jjrebuilders.com,532 West 20th Street. Hialeah. 33010,,,
111040,Caterpillar,3408,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,17500,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111041,Caterpillar,c15-6nz,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,16500,,Reconditioned ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111042,Caterpillar,c7,77001809,6,Inline,275 Kw / 368 HP,@ 0 RPM,16500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111044,Caterpillar,3508,4ZL-00533,6,Inline,0 Kw / 0 HP,@ 0 RPM,16500,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111045,Caterpillar,c15,Ask,6,Inline,500 Kw / 670 HP,@ 0 RPM,16000,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111046,Caterpillar,3066,Ask,6,Inline,120 Kw / 160 HP,@ 0 RPM,15750,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111047,Caterpillar,c7,C7S06175,6,Inline,210 Kw / 281 HP,@ 0 RPM,14750,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111048,Caterpillar,c7r,C7R-03294,6,Inline,0 Kw / 0 HP,@ 0 RPM,14750,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111051,Caterpillar,c7,FMM16335,6,Inline,330 Kw / 442 HP,@ 0 RPM,14750,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111052,Caterpillar,c7,C7R03294,6,Inline,245 Kw / 328 HP,@ 0 RPM,14750,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111053,Caterpillar,RMF,RMF-05202,6,Inline,370 Kw / 496 HP,@ 0 RPM,14750,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111054,Caterpillar,3116,Ask,6,Inline,290 Kw / 388 HP,@ 0 RPM,14500,,Reconditioned ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111055,Caterpillar,D8T,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111056,Caterpillar,C6.6,461-8933,6,Inline,142 Kw / 190 HP,@ 0 RPM,13500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111057,Caterpillar,6.6,C6E-58643,6,Inline,0 Kw / 0 HP,@ 0 RPM,13250,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111058,Caterpillar,D398,5TA00618,6,Inline,0 Kw / 0 HP,@ 0 RPM,12500,,Runner ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111059,Caterpillar,c13,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,11500,,Reconditioned ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111060,Caterpillar,c4e,Ask,6,Inline,142 Kw / 190 HP,@ 0 RPM,10500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111062,Caterpillar,3054,Ask,6,Inline,126 Kw / 168 HP,@ 0 RPM,10500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111063,Caterpillar,c9,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,10500,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111064,Caterpillar,3054,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,10250,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111065,Caterpillar,3408 DI,48W13934,6,Inline,0 Kw / 0 HP,@ 0 RPM,9850,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111066,Caterpillar,c12,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111068,John Deere,6329DH,312847T,6,Inline,0 Kw / 0 HP,@ 0 RPM,3749,,Runner ,Industrial,Water,In Stock,United States,TN,Steven Carter,800-696-5459,,865-415-7068,,machineryandtruckparts@gmail.com,machineryandtruckparts.com,594 Cardiff Valley Rd.. Rockwood. 37854,John Deere 6329DH,,
111069,Caterpillar,c10,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111070,Caterpillar,c7,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,Reconditioned ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111071,Caterpillar,3406,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,8500,,Reconditioned ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111072,Caterpillar,c7,Ask,6,Inline,330 Kw / 442 HP,@ 0 RPM,8000,,New Engine ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111073,Caterpillar,c7,Ask,6,Inline,330 Kw / 442 HP,@ 0 RPM,8000,,New Engine ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111074,Caterpillar,c12,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,7500,,Runner ,Industrial,Water,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111075,Caterpillar,3406B,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,7500,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111076,Caterpillar,C10,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,7500,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111077,Caterpillar,3126,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,6500,,Reconditioned ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111079,Caterpillar,1.5 Liter,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,6000,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111081,Caterpillar,3116,Ask,6,Inline,250 Kw / 335 HP,@ 0 RPM,6000,,New Engine ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111082,Caterpillar,3126,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,5750,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111083,Caterpillar,3208T,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,5750,,Reconditioned ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111084,Caterpillar,3126,Ask,6,Inline,0 Kw / 0 HP,@ 0 RPM,5500,,Runner ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
111085,Perkins,1204E-E44TA,U000696W,4,Inline,0 Kw / 0 HP,@ 0 RPM,,,New Engine ,Industrial,Water,In Stock,United States,MN,Terry Thelen,888-866-3406,763-450-2075,,763-450-2197,terry@midwestdiesel.com,www.midwestdiesel.com,8862 W 35W Service Drive. Minneapolis,,,
111086,Caterpillar,3208,Ask,6,Inline,250 Kw / 335 HP,@ 0 RPM,3750,,Reconditioned ,Industrial,Air,In Stock,United States,FL,Joseph LoIacono,866-563-3253,,,,jsjdiesel@gmail.com,jsjdiesel.com,5440 NW 5th Ave.. Boca Raton,,,
110895,Caterpillar,3126,N/A,6,Inline,330 Kw / 442 HP,@ 0 RPM,9995,,Runner ,On-Highway,Water,In Stock,United States,MI,Greg Ferrier,888-310-3539,269-462-9260,,269-462-9373,support@worldwidediesel.com,www.worldwidediesel.com,1515 Old US HWY 31 N. Niles. 49120,,,
110897,Cummins,ISM,2730,6,Inline,320 Kw / 429 HP,@ 0 RPM,4500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110900,Detroit,SERIES 60 11.1 DDEC 3,RDD11.EJDARA,6,Inline,325 Kw / 435 HP,@ 0 RPM,3500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110901,Caterpillar,C-10,152-3216,6,Inline,335 Kw / 449 HP,@ 0 RPM,4500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110902,Detroit,6-71N,0,6,Inline,250 Kw / 335 HP,@ 0 RPM,2250,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110903,Detroit,6-71N,0,6,Inline,0 Kw / 0 HP,@ 0 RPM,2250,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110904,Detroit,6-71N,0,6,Inline,0 Kw / 0 HP,@ 0 RPM,2250,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110905,Detroit,SERIES 60 12.7 DDEC II,0,6,Inline,400 Kw / 536 HP,@ 0 RPM,3500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110906,Detroit,SERIES 60 11.1 DDEC III,0,6,Inline,330 Kw / 442 HP,@ 0 RPM,3500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110907,Mercedes,OM460,6MBXH12.8DJA,6,Inline,450 Kw / 603 HP,@ 0 RPM,4500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110909,International,6.0L,0,8,V,0 Kw / 0 HP,@ 0 RPM,2500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110912,Detroit,Series 60 14.0,0,6,Inline,455 Kw / 610 HP,@ 0 RPM,6500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
110913,Cummins,ISC 8.3CR,3093,6,Inline,350 Kw / 469 HP,@ 0 RPM,7500,,Runner ,On-Highway,Water,In Stock,United States,MA,Rydemore Truck Parts,978-342-1100,,,978 342 1155,sales@rydemore.com,www.rydemore.com,88 Benson St. Fitchburg. 01420,,,
